TotalToDos,TotalTasksAssigned,TotalTasksCompleted,TotalChecklistsAssigned,TotalChecklistsCompleted,TotalInfractions,TotalShiftSubmissionsCreated,TotalShiftSubmissionsCompleted,SetupsCreated,TotalBreaksRan,TotalCreatedPlays,TotalWastedItems,FirstWasteDate,TotalWastedItemsAllTime,TopPerformances,10PointRecognition,25PointRecognition,50PointRecognition,TotalRewardsRedeemed,TenantID,StoreName,StoreNumber,WasteOnly,CreationDate,State
2454,1027,1371,442,336,142,277,116,244,594,12,22119,2023-01-18 15:54:34,44475,179,59,15,4,4,CFA_611478052,Centreport,03834,false,2022-12-12 19:47:27,TX
0,0,0,0,0,0,0,0,0,0,0,,2022-06-23 14:15:12,4582,0,0,0,0,0,CFA_61289380,Chick-fil-A South Asheville,01443,true,2022-10-22 12:29:19,NC
177,0,0,171,0,35,0,0,127,6,9,17,2023-01-18 11:09:23,20,0,1,0,0,0,CFA_619962696,Elm St. In-Line,04806,false,2022-12-02 22:15:41,TX
801,42,42,634,356,82,0,0,82,5,5,643,2022-12-16 10:41:41,895,0,0,0,0,0,CFA_625867095,CFA Lake Highlands,02801,false,2022-12-14 17:23:52,TX
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,CFA_633046078,Chick-fil-A Montgomeryville,03225,true,2022-10-22 12:29:19,PA
318,2,2,68,40,48,70,32,1,0,5,10474,2022-12-02 16:59:51,32998,79,69,48,71,4,CFA_637876365,Eldorado & Tollway,02093,false,2022-12-02 22:52:39,TX
721,18,23,695,502,10,0,0,247,164,7,8610,2022-12-15 10:49:04,15210,2,2,0,0,0,CFA_649997088,State Road 37,01438,false,2022-12-07 18:56:52,IN
1114,30,30,717,595,76,90,63,149,37,14,6408,2022-12-06 16:40:06,11516,104,114,42,9,11,CFA_665214841,Pine Island Road FSU,02489,false,2022-11-30 16:44:48,FL
1315,128,142,670,567,79,193,132,246,509,4,33071.09334863722,2022-12-30 18:02:23,80669.83934996277,289,754,222,501,74,CFA_66887565,Chick-fil-A Walker,04599,false,2022-12-30 15:13:44,MI
1354,125,149,551,494,68,321,239,117,0,17,2,2022-12-27 09:09:44,295,375,287,108,223,26,CFA_673290980,Plattsburgh FSR,03898,false,2022-12-26 14:50:50,NY
0,0,0,0,0,2,0,0,0,0,0,575,2023-02-14 15:00:35,1165,0,3,1,0,2,CFA_674013358,Chick-fil-A Cambridge,04140,false,2022-12-26 16:56:54,MD
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,CFA_687520007,Inwood Road,00692,false,2022-12-12 15:39:28,TX
836,8,9,408,184,73,146,27,747,13,12,11228,2022-11-03 18:37:48,41188,36,10,0,0,0,CFA_695306051,Beltway 8 & Hammerly,03809,false,2022-11-03 19:26:10,TX
609,117,127,433,264,98,0,0,345,1204,13,10218,2022-12-09 15:42:26,14661,0,178,226,319,76,CFA_730929101,03312 College Street,03312,false,2022-12-08 02:03:45,TX
4333,1116,1153,2821,2494,30,356,144,563,1235,29,1,2023-01-23 10:29:13,36,249,62,55,35,13,CFA_731284650,The Colony FSR,00774,false,2022-12-24 18:42:01,TX
489,121,124,365,326,0,0,0,95,441,2,7132,2022-12-23 11:07:44,18058,0,12,0,63,0,CFA_732354440,Walters,03338,false,2022-12-09 19:27:56,TX
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,CFA_73623832,Chick-fil-A Surfside,01332,false,2022-12-27 16:01:11,SC
739,49,57,372,272,45,171,75,342,418,2,7929,2023-01-02 17:53:37,17243,126,65,7,1,0,CFA_746670805,01951,01951,false,2022-12-02 17:26:06,TX
3001,1070,1229,1106,608,52,292,143,342,1489,23,7230.5,2023-01-10 12:29:25,21375.5,271,219,138,155,11,CFA_753397873,Twin Creeks Village,00783,false,2022-12-20 23:30:33,TX
0,0,0,0,0,0,0,0,0,0,0,,2022-12-30 14:13:06,1,0,0,0,0,0,CFA_759946174,Alameda Avenue,02347,false,2022-11-17 20:41:08,CO
0,0,0,0,0,0,0,0,0,0,0,3862,2022-11-14 15:43:21,10412,0,0,0,0,0,CFA_768671356,Moncks Corner,02788,true,2022-10-22 12:29:19,SC
2044,0,0,1146,897,312,442,273,0,11,6,156,2022-12-19 08:22:13,738,517,334,214,113,11,CFA_790862386,Rivers Avenue,00654,false,2022-12-15 17:25:15,SC
0,0,0,0,0,0,0,0,0,0,47,,2022-12-13 09:21:20,51,0,5,0,1,0,CFA_792408920,Castle Rock,01580,false,2022-12-02 16:54:07,CO
1222,66,67,487,341,576,111,55,130,48,8,12703.880068778992,2022-12-12 19:48:01,24083.370067231357,55,30,12,1,0,CFA_795074866,Ellisville FSU,03780,false,2022-11-30 04:21:14,MO
0,0,0,0,0,0,0,0,0,0,0,,2022-07-13 10:51:24,11,0,0,0,0,0,CFA_798001147,Polaris Fashion Place Mall,01401,false,2022-10-22 12:29:19,OH
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,CFA_801779131,Frankford Road,01108,false,2022-12-01 03:14:53,TX
2454,46,52,1511,1253,368,351,144,228,373,22,9233,2022-12-12 11:28:29,20784,354,150,102,15,35,CFA_802417727,North Collins FSU ,01307,false,2022-12-10 06:56:24,TX
0,0,0,0,0,0,0,0,0,0,2,,2022-12-07 14:20:45,4,0,0,0,0,0,CFA_831855148,Chick-fil-A NE Main St.,04702,true,2022-12-07 14:14:01,SC
1422,140,159,1260,1115,0,1,1,265,393,8,150,2022-12-09 16:04:13,1495,1,0,0,0,0,CFA_839835470,Montgomery Plaza,02669,false,2022-12-08 16:32:33,TX
631,5,7,562,431,19,44,8,147,44,6,10026.86999964714,2022-12-04 15:55:48,10282.86999964714,8,0,0,0,0,CFA_842565335,CFA Stillwater,01973,false,2022-12-03 17:09:38,OK
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,CFA_866746636,Hudson Oaks,03862,false,2022-10-22 12:29:19,TX
1631,112,114,768,587,132,307,220,176,590,3,10639,2022-12-06 15:21:05,22665,491,234,124,43,5,CFA_867933919,Hamilton Marketplace,01418,false,2022-12-05 17:49:13,NJ
886,92,93,496,466,0,116,57,5,0,3,2639.7599996998906,2023-01-05 12:54:17,5340.06000020355,57,3,1,0,2,CFA_875678217,CityLine,03740,false,2022-12-15 19:00:56,TX
424,9,10,388,247,63,0,0,26,0,6,17088,2023-01-13 14:11:18,36216,0,57,38,17,2,CFA_892870803,Green Mount Commons ,02856,false,2022-12-20 17:20:58,IL
1036,66,71,479,341,79,234,77,902,815,21,2673,2023-01-10 09:46:13,6612,125,627,112,48,2,CFA_898475721,Talbert Rd,04683,false,2022-12-30 20:02:38,NC
1149,70,73,697,535,51,138,53,144,2,45,18,2023-01-09 21:20:01,269,71,52,41,22,0,CFA_902391165,Fort Lauderdale,03314,false,2022-12-31 14:44:37,FL
126,15,15,76,69,82,0,0,19,0,5,1134,2022-12-12 14:43:53,5561,0,16,12,12,0,CFA_905434470,Chambers and Parker Road,01304,false,2022-12-02 18:15:07,CO
360,42,51,273,186,43,0,0,215,1091,3,14587.5,2022-05-19 13:02:28,86494.90000000596,0,45,90,7,17,CFA_918635333,Stockyards FSU,04648,false,2022-10-22 12:29:19,TX
1391,51,67,1092,1002,404,86,60,209,284,40,22462,2022-12-02 20:44:19,35352,139,120,26,22,6,CFA_92522395,Bryan FSU,00457,false,2022-12-01 03:53:31,TX
1634,110,140,725,508,134,255,128,656,1031,32,7647,2022-07-20 05:46:22,36246,208,234,35,5,0,CFA_934597853,Shadow Creek,04000,false,2022-10-22 12:29:19,TX
186,21,53,48,9,35,15,1,103,168,3,3322,2022-12-24 11:22:54,6941,1,8,0,0,9,CFA_936426842,CFA Missoula,04795,false,2022-12-06 18:31:03,MT
43,2,4,1,1,57,0,0,0,0,0,1,2022-11-30 18:11:56,17,0,2,2,1,0,CFA_937446710,Bethany Home DTO,04013,false,2022-11-29 18:39:00,AZ
0,0,0,0,0,0,0,0,0,0,5,,2022-12-02 15:17:44,99,9,19,6,1,3,CFA_937844482,Chick-fil-A Craig Road & Scott Robinson,04113,false,2022-12-02 17:10:13,NV
1615,116,122,1032,841,117,376,187,383,113,3,6634,2022-11-29 20:13:04,11604,350,43,4,4,15,CFA_943530182,West Bryan,03794,false,2022-11-29 21:24:02,TX
102,0,1,44,1,6,37,0,26,5,11,27,2023-01-31 11:55:32,27,0,1,0,0,0,CFA_955892002,Larry Mulkey Memorial,04828,false,2022-12-05 02:29:17,GA
298,3,3,184,59,0,32,22,40,10,8,176,2022-12-19 16:29:46,1770,93,11,0,1,0,CFA_959866446,Chick-fil-A Buckland Hills,04561,false,2022-12-19 19:37:03,CT
761,160,179,261,95,73,144,9,95,5,10,16287,2022-12-14 12:29:30,40126,12,111,145,187,5,CFA_961615886,Fircrest,04046,false,2022-12-13 20:09:47,WA
0,0,0,0,0,0,0,0,0,0,0,,2023-01-06 12:14:19,21,0,0,0,0,0,CFA_973189566,Denver (NC),03644,false,2022-12-30 21:20:15,NC
423,33,34,382,362,4,1,0,0,0,0,5696,2023-02-06 08:07:02,10242,11,27,12,1,1,CFA_98149233,Meyerland Plaza,01037,false,2022-12-31 18:17:04,TX
1698,225,235,583,396,47,388,259,143,4,9,19800.5,2022-12-12 14:47:01,23691.5,447,13,3,5,1,CFA_982947688,Trinity Mills,04834,false,2022-12-02 20:11:04,TX
349,6,10,255,26,77,5,4,155,374,12,9087,2022-12-12 23:14:24,12404,9,0,0,0,0,CFA_983443576,Plymouth (MN),04656,false,2022-12-12 23:21:17,MN
396,15,17,379,248,1,0,0,379,1650,27,,2022-05-24 13:11:22,7592,0,1,0,0,0,CFA_993660836,I-820 & Clifford St,04142,false,2022-10-22 12:29:19,TX
1871,1124,1135,663,565,147,0,0,119,1,0,0,2023-02-23 16:29:06,0,0,126,12,0,17,CFA_999831589,NicevilleFSU,02366,false,2022-12-21 16:06:00,FL
33,11,11,11,8,2,4,3,4,3,10,-15,2023-03-29 11:42:29,-14,3,0,0,1,0,cKETILNm5PaegEZmlNzM,Teterboro Landing FSR,03633,false,2023-03-27 18:03:19,
1097,224,230,434,385,26,197,151,199,24,9,1988,2023-02-07 16:04:16,3741,272,1,0,0,0,dA4zPqgACH0djaHxaRl7,La Palmera,00230,false,2023-01-16 21:04:14,TX
0,0,0,0,0,0,0,0,0,0,0,952,2023-04-04 20:06:29,952,0,0,0,0,0,dFCiYKbAspPkUxOMbC0q,Savannah Hwy,02531,false,2023-03-01 17:23:35,
1180,160,161,786,498,141,0,0,242,45,0,5722,2023-03-07 15:19:05,6736,0,21,4,0,1,dilneN3YiQxvrzN1thGl,Wildwood Centre,00832,false,2023-03-07 16:24:19,
1378,16,25,718,609,0,226,59,219,2,34,13541,2023-01-27 18:13:06,23159.399999976158,94,6,4,4,0,djpSXPzVeY9b8fhSynYB,Southridge Center,02891,false,2023-01-13 18:44:06,WV
940,33,37,541,182,45,188,29,443,1677,33,1592.300000011921,2023-01-19 15:05:54,1637.300000011921,30,9,3,2,0,dMuANMSjBnOqyNRGbmEa,Chick-fil-A Chesterfield Plaza,01227,false,2023-01-16 14:08:36,VA
27,2,4,22,2,2,0,0,3,0,1,7,2023-04-18 16:03:35,7,0,4,0,0,0,dN1tdyFrulR53vBFsgiI,Wells Road,01360,false,2023-04-14 18:59:23,
1213,179,201,324,243,192,268,148,562,5957,27,3966,2023-03-05 12:49:45,4282,180,28,9,5,19,DTYwsLMpo78wQuSmUSV4,Whipple & 101,04361,false,2023-03-01 23:44:23,
2,0,0,2,0,0,0,0,0,0,0,5,2023-05-15 14:31:42,5,0,0,0,0,0,E7o7BIUSWYhawoTPzPlL,Founders Square,00740,false,2023-05-15 17:41:12,
727,2,2,724,409,0,0,0,0,0,0,0,,0,0,0,0,0,1,eb7uWXmQr7PmLsXPJzMu,Edwardsville (IL) FSU,05060,false,2023-01-16 17:21:31,
0,0,0,0,0,0,0,0,0,0,0,5,2023-05-24 16:07:28,30,0,0,0,0,0,EBGhxlCiPDTDKSDRPUA1,Cleburne FSU,04619,false,2023-05-23 17:46:24,
1548,77,99,921,590,106,195,81,270,0,22,16877.5,2023-02-10 20:50:06,29701.699999809265,163,314,159,160,6,ed5bk9LgqmqakI93apew,Crestview,03986,false,2023-02-04 19:38:17,FL
38,0,0,22,0,1,6,0,2,0,8,945,2023-05-22 22:30:58,957,0,1,0,0,0,EEEJOsjS0qulxGhuV4pq,Prestonwood ,03586,false,2023-05-13 19:18:54,
7239,1684,1733,4718,3002,15,292,220,419,892,18,663,2023-02-26 15:47:47,1771,329,38,5,7,64,ePvuTZ1wiUW45rpvgUJY,Chick-fil-A University ,03975,false,2023-02-13 16:42:31,TX
391,21,31,76,61,133,100,56,377,517,26,1917,2023-03-27 09:54:55,1917,56,16,3,3,0,eVImEQO89xcjQ7CXUg7p,Chick-fil-A Ocoee,00768,false,2023-03-16 17:07:59,
0,0,0,0,0,0,0,0,0,0,0,8213,2023-01-04 14:19:41,28072,0,0,0,0,0,ey2wS6ONfTeUlOcqACc3,Norridge FSU,04167,false,2023-01-04 18:35:58,IL
0,0,0,0,0,0,0,0,2,0,0,75,2023-04-29 13:58:34,75,0,0,0,0,0,eZ1EhLZs9tFJCg78PDZ8,Mccalla FSU,02228,false,2023-04-27 20:46:19,
168,0,3,103,1,93,3,0,18,0,18,3,2023-05-09 09:57:23,3,0,1,0,0,0,f06quEz3GTrGhgTC6r0b,Chick-fil-A Barrett Parkway,00863,false,2023-04-04 14:31:21,
0,0,0,0,0,1,0,0,1,0,0,20433,2023-02-17 16:14:28,29329,0,0,0,0,0,F9puZLX0O5Mslqf67WJ4,Chick-fil-A Madison Avenue Sacramento,03441,false,2023-02-18 00:12:01,
548,41,41,248,157,12,104,32,57,299,11,30628,2023-03-18 17:02:27,30835,32,1,0,0,5,fcf0tAD7z9tDmomY5EKC,Thibodaux FSR,04390,false,2023-03-17 23:11:44,
2,0,1,1,0,13,0,0,70,554,10,49,2023-05-08 19:25:18,49,0,0,0,0,0,FD0i7ZFxG5XjkZ6gNmW7,D'Iberville FSU,02463,false,2023-03-01 15:01:57,
15,0,0,11,2,0,3,0,20,0,10,46,2023-05-23 14:13:30,46,0,0,0,0,0,fFwVtBfkGU50J9yRAYz3,Pleasant Prairie,04088,false,2023-05-10 22:06:34,
0,0,0,0,0,0,0,0,0,0,0,2686,2023-03-20 17:19:03,3613,0,0,0,0,0,fnOromzaVGLlrK2YC7vw,04372,04372,true,2023-03-20 21:48:59,
8,0,0,2,1,1,4,2,25,1,5,0,2023-05-09 19:14:51,0,2,0,0,0,0,fRZ1fs27D7X2rNQ4AdJd,Newport Pavilion,02525,false,2023-05-09 17:03:27,
0,0,0,0,0,0,0,0,0,0,5,0,2023-01-13 15:31:49,0,3,4,0,0,0,fz7OYS3FOCZrp5ryHJnR,Moorpark Rd,03175,false,2023-01-13 23:03:18,CA
1595,86,114,1183,430,16,190,35,496,1143,23,7249,2023-01-12 18:10:46,21236,87,1,0,0,0,g3sUSrTkk0NahBpZUeLC,Arnold FSU,02629,false,2023-01-12 21:03:11,MO
48,2,2,1,1,196,0,0,401,1907,10,32931,2023-01-20 09:29:56,33035,0,117,78,66,0,g4Sf90S3QA24KYGO1SNJ,Hampton & Chippewa,04068,false,2023-01-19 21:31:51,MO
0,0,0,0,0,0,0,0,0,0,0,5721,2023-03-29 08:58:08,5733,0,0,0,0,0,gCP1SgnIDPDmrZpqPifc,Racine,03602,true,2023-01-16 15:22:47,WI
0,0,0,0,0,0,0,0,0,0,0,0,2023-05-23 09:58:35,0,0,0,0,0,0,GfVwaRFEG2e98BXrzilH,17th and Wanamaker,03763,false,2023-05-17 16:52:56,
131,6,6,109,40,22,1,0,0,0,0,,2023-01-28 14:13:09,13,0,24,2,0,0,GhBktE0CVVOZeV9jbbxh,Chick-fil-A Oxford Valley Road,02072,false,2023-01-23 03:24:30,PA
2,0,0,0,0,3,0,0,0,0,0,3,2023-05-23 09:59:23,3,0,0,0,0,0,GO2Z3lkLmOv72kA9hS9D,Mesa Street & Remcon Circle,03273,false,2023-05-23 04:10:18,
21,1,1,1,1,8,0,0,2,4,2,0,2023-01-06 13:35:26,0,0,0,0,10,2,GoJ1MI82D6FsHhQvjtE6,Kirkwood Hwy,04491,false,2023-01-06 16:48:48,DE
1389,24,24,1177,782,111,65,33,156,39,30,6211,2023-03-15 16:17:49,6250,33,31,8,0,0,gtLJLPyQ9t8TVaseAPAw,Covington - Highway 21,01451,false,2023-03-11 13:39:50,
3,0,0,3,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,gWFS5jjiNsrhhnUp6DdA,Oglethorpe Mall,00210,false,2023-05-01 15:50:21,
1203,300,313,848,642,11,3,0,278,5,26,25835,2023-02-07 16:00:15,43643,2,13,1,16,26,gyEZfzQTDeYutcQsBI3V,Magnolia Mall,00168,false,2023-01-27 21:41:26,SC
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,h1cysYsinp8xSKcvVfLu,East Washington St,04708,false,2023-03-14 16:30:52,
0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 15:08:52,0,0,0,0,0,0,h2QGntTg5uVQlgcClBQl,Lakewood FSU,04449,false,2023-01-06 22:38:14,FL
46,0,0,46,10,0,0,0,0,0,0,,2023-03-06 10:18:16,18,1,0,0,0,0,hEnLp1RmWx0o0nBNTayU,Chick-fil-A Collier Twp,04582,false,2023-02-25 00:04:15,
250,0,5,72,52,238,1,0,0,0,0,7246,2023-03-17 10:03:37,7562,0,27,6,23,0,hKtMfZunGjh8mJEnKExJ,South Cobb Drive,00810,false,2023-03-13 17:31:23,
0,0,0,0,0,1,0,0,6,0,5,,2023-05-29 09:52:26,2,0,1,0,0,0,HSuSrencxUigXTrUqLDX,Chick-fil-A I-40 & MacArthur,02979,false,2023-03-17 18:21:30,
36,0,0,0,0,263,0,0,0,0,1,9667.55000424385,2023-01-17 13:25:26,25725.950004339218,0,2,0,1,0,huHwRPdbewbfQ7Agq1yp,21st & Maize,03015,false,2023-01-16 16:21:34,KS
829,32,34,783,625,10,0,0,346,320,21,-4,2023-03-03 21:58:07,58,0,229,51,70,0,iAkRbspKMoPRUSeazMGL,Navy Blvd FSU,03072,false,2023-02-20 17:10:55,
1951,50,53,1296,1064,69,388,217,372,71,19,1397,2023-01-09 15:43:41,2049,326,2,0,2,1,II1LCNbxn2dWLSe32c4L,Staples & McArdle,03523,false,2023-01-02 17:03:07,TX
2278,490,503,1154,1010,113,365,129,111,4,40,7.440332776226615e+27,2023-02-03 12:19:14,7.440332776226615e+27,274,457,306,34,108,iYrpxjni0C9iqNioc11b,Indian Trail,02965,false,2023-01-16 11:54:51,NC
602,46,49,5,4,250,23,2,193,668,19,,2023-01-30 11:10:28,433,15,13,1,0,0,JKzebifBnBB7WkqWxW0F,North Bergen FSU,03842,false,2023-01-30 15:32:54,NJ
1849,159,184,1663,741,12,2,0,360,126,38,7407,2023-03-30 13:13:13,37264,0,9,4,0,1,JqKg8M84lqiTmXVdYsjr,Chick-fil-A Braselton,04006,false,2023-03-30 12:19:32,
1238,22,25,943,684,22,156,46,197,118,40,71,2023-02-01 12:29:56,410,88,29,1,0,4,jZlKAlpq9SV6i9s92pla,O'Fallon,02645,false,2023-02-01 01:21:20,MO
2845,29,33,2247,1543,33,137,65,397,700,6,0,2023-01-23 10:28:38,402,146,34,45,38,13,K3GdzOphHjR16ztPWzNp,Granbury FSU,02674,false,2023-01-19 20:49:55,TX
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,KbiVtjXAvJUYKYdW2Mb8,Mt Pleasant TX FSU,05299,true,2023-05-25 20:00:38,
27,4,13,11,2,13,0,0,22,69,12,33,2023-05-08 15:42:13,33,0,0,0,0,0,kDNy0dkOw7lKUu0BxmbO,MetroCenter,03927,false,2023-05-04 18:49:40,
150,11,13,78,61,0,62,46,119,486,15,10057.599999904633,2023-02-10 13:30:59,10058.599999904633,46,0,0,0,0,KfJOG8YjnXbTkZ0f7Zeb,Hillcrest,02256,false,2023-02-08 21:24:48,TX
382,103,163,42,11,51,34,4,223,897,38,3320,2023-03-16 13:09:38,3441,4,6,10,46,0,KnypuHK4MbmdvwRz9j7Z,Chick-fil-A Winter Garden,01918,false,2023-03-16 16:49:21,
1145,422,429,388,208,27,157,106,536,1884,44,2827,2023-01-28 05:08:26,14456,252,101,162,75,3,KWpO5W9XMNgQCp2p44XY,Auburn Mall,00342,false,2023-01-27 21:28:55,AL
2230,33,39,1133,538,214,13,0,256,1215,14,9,2023-04-01 15:53:46,9,0,135,23,10,2,kZ1fLMl1sTBfalxadLbl,North Valdosta,02444,false,2023-01-24 17:14:11,GA
934,15,16,730,656,0,142,48,36,15,4,72,2023-04-27 12:29:04,72,49,1,1,0,0,LhyAYQRvDSD1snvKGHs8,Hunt Club,00528,false,2023-01-31 14:27:00,FL
7,0,0,7,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,m1277BHyj2uNfD3aFRF3,Rankin Hwy & Wolcott Ave,04870,false,2023-05-23 03:41:18,
0,0,0,0,0,0,0,0,0,0,0,,2023-01-11 19:25:18,38,0,0,0,0,0,M971gBKAvq2a9zvHpiZI,Paseo Del Norte FSU,01996,false,2023-01-11 08:35:36,NM
16,1,1,13,1,2,0,0,1,0,1,0,,0,0,0,0,0,0,mARPmAs6EFzYJJP9Qsow,Bensalem FSR,03965,false,2023-05-06 01:34:35,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,mcz37WtUGaPSXkGPDUJh,Denver West,03120,false,2023-05-19 21:24:22,
723,31,40,650,582,70,0,0,7,0,3,,2023-02-07 16:07:44,603,0,114,86,67,4,MdkDJEMpK1BMfBFltzh9,Parkside Town Commons ,03448,false,2023-01-12 18:29:54,NC
3,0,1,1,1,0,1,0,2,0,1,14,2023-05-15 16:03:01,14,0,0,0,0,0,mGevyCRJGGjDfpjK584U,Rincon FSR,03308,false,2023-05-09 17:37:22,
0,0,0,0,0,0,0,0,0,0,0,,2023-02-23 10:24:56,4,0,0,0,0,0,mZ9NgQZPF9KJKd4f2HXl,Mall of Georgia,01141,false,2023-02-22 14:18:57,
38,7,7,31,4,1,0,0,14,1,21,9,2023-05-26 19:47:19,29,0,0,2,0,0,NC4eWPbb0RUvjdCaEbId,Main Street,04900,false,2023-05-03 18:10:46,
2090,1668,1766,159,68,121,92,31,347,590,11,12971,2023-01-19 14:22:12,26786,81,99,56,82,2,neSDWI8hoREqFkN80rGg,Plant City,04827,false,2023-01-13 18:33:07,FL
278,52,56,92,51,19,69,32,174,623,6,9016.198000133038,2023-04-25 19:51:40,9016.198000133038,32,9,2,0,0,nNEekVeCa5n94t6axmYD,Windward Parkway,01170,false,2023-04-20 22:39:06,
0,0,0,0,0,0,0,0,0,0,0,8845,2023-02-08 12:28:45,11882,0,0,0,0,0,NQzz1J7PPl3oLMxnX8CA,Escondido,03243,true,2023-02-04 20:33:14,CA
546,40,40,455,242,0,27,5,292,0,13,4930,2023-01-26 13:09:25,9784,5,3,0,0,0,Nw4bALesHmvTyIBugxh5,Windsong Ranch ,04076,false,2023-01-06 20:49:34,TX
138,55,55,83,54,1,0,0,73,99,13,4300,2023-03-05 21:31:41,4439,0,3,0,9,0,OGJbygqHBVT3zDX3BjsU,Eastchase FSU,01446,false,2023-03-02 20:12:51,
61,42,54,3,1,2,2,0,23,41,0,379.19999980926514,2023-05-15 15:54:54,404.19999980926514,0,69,8,3,0,oHyV2toSWBaDJW0kqm0X,Marlkress,03912,false,2023-03-30 19:06:01,
253,78,107,97,21,27,1,0,292,95,18,325,2023-04-01 14:24:23,325,0,16,7,3,0,OKuMM2BCWYqyAB8bXXA6,Main and Houston ,04739,false,2023-03-03 19:18:20,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,oR24fwrJ8Y6plaOhlBpn,Chick fil a,30003,false,2023-01-03 19:46:17,
0,0,0,0,0,0,0,0,0,0,0,,2023-02-09 15:45:51,2,0,0,0,0,0,ORfGOalNEQEIgO9iFAWe,Pooler,01486,false,2023-01-08 20:42:35,GA
64,28,31,3,2,98,0,0,0,54,0,2997,2023-02-13 10:03:05,3289,0,60,22,16,0,p9OhoQfmNlNUT5qP50Dx,Harvey,02967,false,2023-02-13 00:58:58,LA
732,95,106,433,372,131,0,0,0,0,4,1972,2023-02-27 12:39:56,2359,0,74,25,1,0,pagtZxub37pU9hQ4ZO8D,Parkway East,00823,false,2023-02-01 20:57:16,AL
612,70,73,285,249,12,187,72,4,1,1,,2023-03-10 11:09:31,48,98,149,39,32,8,pCUAUyiwKrbWpSk80neC,Sully Plaza,03628,false,2023-03-09 17:00:12,
840,509,513,221,140,142,6,0,111,477,4,3714.9379991292953,2023-01-11 11:41:35,14939.926999360323,0,230,8,15,2,PQydClDThU6CXGcCKhx1,Casa Grande FSU,01966,false,2023-01-05 22:57:28,AZ
2828,89,90,2174,1418,144,185,83,309,617,22,7473,2023-03-02 14:07:58,8351,90,60,15,2,3,pTCGnq9MavZ2fyX7PODK,Commerce Avenue,00520,false,2023-03-02 12:40:39,
14,1,1,2,1,1,6,0,4,1,3,7,2023-03-31 16:04:05,9,0,0,0,1,0,pUbx3D3viSlN1I6mYtMZ,CFA Batavia,02785,false,2023-03-24 18:36:38,
0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pW84puUtEhMBW99MYeUn,Auburn,04549,false,2023-05-25 18:48:17,
24,13,14,5,3,0,0,0,7,28,1,1,2023-05-22 10:58:28,1,0,68,3,2,0,pYbmyFfsKMgfmGEf08Mv,Arboretum FSU,00837,false,2023-05-20 15:35:19,
0,0,0,0,0,0,0,0,4,0,3,,2023-03-22 22:54:46,2,0,0,0,0,0,Qcdt6S8O9ilzeOUmBBkJ,Melrose Music City,04169,false,2023-03-14 01:05:24,
4451,1144,1172,2549,2004,148,271,177,573,2893,93,489,2023-02-08 23:01:55,1241,270,274,226,288,24,QF2334C06kDeTifbAVqK,Treasure Valley Nampa,03559,false,2023-02-07 22:26:10,ID
1454,115,116,940,881,20,171,126,175,58,20,2803,2023-04-08 05:26:16,2809,126,1,0,0,1,QktnWY7r9DLbyQGE3fCs,Mall at Fairfield Commons,00504,false,2023-02-28 19:07:49,
299,77,83,209,130,101,0,0,140,204,6,6436,2023-04-04 14:47:00,6436,0,118,24,6,0,qsnqEmpmqZgvV3I3fD3W,Turkey Creek,03639,false,2023-01-03 22:04:30,TN
259,0,1,258,158,0,0,0,475,4793,10,8,2023-03-23 15:06:40,8,0,14,0,1,0,qtDgbbPvRFeo1T6Lud1c,Owensboro,02584,false,2023-01-26 15:54:42,KY
0,0,0,0,0,0,0,0,0,0,0,,2023-03-01 14:06:49,1,0,4,3,0,0,QvC6yifpkEiuKEza3zBd,Northway Center,04513,false,2023-01-05 15:49:33,TX
2,2,2,0,0,0,0,0,0,0,0,4,2023-04-27 15:23:47,4,0,0,0,0,0,QYg2j7Ba7canE6eRcxZ4,West Cobb,00639,false,2023-04-27 19:07:38,
613,148,204,170,49,96,1,0,63,0,19,2249,2023-03-25 10:09:02,2372,0,10,0,0,0,r1mbCRrJbnnHaIo1YAew,Union Avenue,02308,false,2023-03-08 16:55:04,
233,6,6,181,68,11,37,1,256,148,44,705,2023-05-02 12:14:53,705,1,0,0,0,0,r1uHPkRzc9tnL4krfrfe,Chick-fil-A Justin Road,01033,false,2023-04-20 20:04:24,
0,0,0,0,0,0,0,0,0,0,0,,2023-01-17 11:41:52,16,0,0,0,0,0,rhfQML6wFNsI0hqwVjE5,Chick-fil-A MCO Terminal C,80780,false,2023-01-12 17:12:54,
